,6_1,6_2,6_3,6_4,7_1,7_2,7_3,7_4,8_1,8_2,8_3,8_4,9_1,9_2,9_3,9_4,10_1,10_2,10_3,10_4,11_1,11_2,11_3,11_4,12_1,12_2,12_3,12_4,13_1,13_2,13_3,13_4,14_1,14_2,14_3,14_4,15_1,15_2,15_3,15_4,16_1,16_2,16_3,16_4,17_1,17_2,17_3,17_4,18_1,18_2,18_3,18_4,19_1,19_2,19_3,19_4,20_1,20_2,20_3,20_4,21_1,21_2,21_3,21_4,22_1,22_2,22_3,22_4,23_1,23_2,23_3,23_4,24_1,24_2,24_3,24_4,25_1,25_2,25_3,25_4,26_1,26_2,26_3,26_4,27_1,27_2,27_3,27_4,28_1,28_2,28_3,28_4
0,0.11445031972971688,0.11559814143011386,0.11713517525275592,0.1106969605685258,0.11597356183109159,0.11377402335128346,0.11658857873614985,0.11479792414368535,0.1147343437118632,0.11469567049357851,0.11550614388915213,0.08223592283019868,0.11284858328094242,0.11667712019759492,0.11599831392264484,0.11585776874069441,0.11470498602904539,0.11310681736554,0.11745852383109244,0.11544294939659018,0.11341047662164162,0.1127366699469813,0.11259880854237464,0.11213919828748234,0.11208506352168866,0.013577875083168798,0.08865513454179676,0.05094356225378824,0.11439786322247858,0.11465205401263646,0.11498086710097426,0.11560386117036515,0.06861765098953064,0.017796054839153003,0.02656427827679505,0.11731475813669738,0.11611790479679718,0.11429720972814868,0.11474475162709717,0.11452510767194207,0.11626301607256577,0.06788509458450101,0.11745839615282691,0.11340084746113366,0.11092268432780261,0.11360757554356292,0.11599002769771921,0.1153391825657454,0.11472769312564632,0.09643231001527275,0.11219237519946497,0.11272203189434413,0.1114208580138841,0.11228531944077154,0.11535739626973754,0.11558930799079893,0.06726036454612534,0.028550884032600594,0.06155018594488705,0.02483843042305938,0.11526813886411989,0.11457333019224264,0.11355810096724689,0.06707164234985348,0.09749889957930886,0.06737582377392845,0.05878519698236079,0.05463015683048276,0.062410958009446627,0.0286765619256967,0.10965181784495556,0.11491055006518788,0.11509370068144185,0.11191712927629284,0.11649322763753432,0.11642161199080611,0.0416919129400093,0.024108207114998143,0.11050973930373226,0.10816400607731122,0.005278417629155673,0.00780406159224287,0.009067123276912217,0.034755091171176006,0.013623294859977939,0.04099180343056259,0.05672944857835151,0.09314657352811785,0.014337496476847742,0.043438519135793746,0.05853449881378258,0.08132106957457116
