#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457012.04051 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3604.3 9.9123865e-14 
3605.8 9.7790134e-14 
3607.3 9.7770607e-14 
3608.7 9.6035288e-14 
3610.2 9.3495265e-14 
3611.7 9.4215107e-14 
3613.1 9.2266811e-14 
3614.6 8.7814793e-14 
3616.1 8.8679794e-14 
3617.5 8.6936966e-14 
3619.0 8.5361114e-14 
3620.4 8.2585402e-14 
3621.9 7.940768e-14 
3623.4 8.0418894e-14 
3624.8 7.5064533e-14 
3626.3 7.3341613e-14 
3627.8 7.1432295e-14 
3629.2 7.040005e-14 
3630.7 6.8738441e-14 
3632.1 6.6457074e-14 
3633.6 6.3993017e-14 
3635.1 6.2989079e-14 
3636.5 6.0236432e-14 
3638.0 5.8370772e-14 
3639.5 5.8809701e-14 
3640.9 5.6990543e-14 
3642.4 5.4646676e-14 
3643.9 5.846462e-14 
3645.3 5.3257506e-14 
3646.8 5.3456531e-14 
3648.2 5.1800307e-14 
3649.7 5.0855244e-14 
3651.2 5.0277614e-14 
3652.6 4.948661e-14 
3654.1 4.7694167e-14 
3655.6 4.7028313e-14 
3657.0 4.5285764e-14 
3658.5 4.5929444e-14 
3660.0 4.4607505e-14 
3661.4 4.5290588e-14 
3662.9 4.0778742e-14 
3664.3 4.1756867e-14 
3665.8 4.188609e-14 
3667.3 4.219714e-14 
3668.7 4.0878545e-14 
3670.2 3.9518574e-14 
3671.7 3.9522592e-14 
3673.1 3.9030581e-14 
3674.6 3.9740653e-14 
3676.1 3.8491134e-14 
3677.5 3.8899605e-14 
3679.0 3.9951571e-14 
3680.4 3.914823e-14 
3681.9 3.7767713e-14 
3683.4 4.0248539e-14 
3684.8 3.9996541e-14 
3686.3 3.9716004e-14 
3687.8 4.1379681e-14 
3689.2 4.1091384e-14 
3690.7 4.0340757e-14 
3692.2 4.0652433e-14 
3693.6 4.1544451e-14 
3695.1 3.9800255e-14 
3696.5 3.9629685e-14 
3698.0 3.8744606e-14 
3699.5 3.6959085e-14 
3700.9 4.0046546e-14 
3702.4 3.8607197e-14 
3703.9 3.9625802e-14 
3705.3 3.9970218e-14 
3706.8 3.7619992e-14 
3708.3 3.8693737e-14 
3709.7 3.862744e-14 
3711.2 4.0040968e-14 
3712.6 4.2367089e-14 
3714.1 4.1796064e-14 
3715.6 4.3017672e-14 
3717.0 4.3532971e-14 
3718.5 4.5312597e-14 
3720.0 4.2991357e-14 
3721.4 4.4520089e-14 
3722.9 4.461142e-14 
3724.4 4.5016399e-14 
3725.8 4.6814072e-14 
3727.3 4.8073997e-14 
3728.7 4.6132584e-14 
3730.2 4.8564505e-14 
3731.7 5.0952581e-14 
3733.1 5.0450974e-14 
3734.6 5.2702874e-14 
3736.1 5.3042732e-14 
3737.5 5.2094705e-14 
3739.0 5.3780132e-14 
3740.4 5.730384e-14 
3741.9 5.7287845e-14 
3743.4 6.0216715e-14 
3744.8 5.8967127e-14 
3746.3 6.0654885e-14 
3747.8 6.0607533e-14 
3749.2 6.2948646e-14 
3750.7 6.2446707e-14 
3752.2 6.361453e-14 
3753.6 6.3380521e-14 
3755.1 6.4967009e-14 
3756.5 6.2398005e-14 
3758.0 6.4586402e-14 
3759.5 6.6066741e-14 
3760.9 6.4334581e-14 
3762.4 6.4960765e-14 
3763.9 6.6313208e-14 
3765.3 6.7176012e-14 
3766.8 6.6927728e-14 
3768.3 6.642061e-14 
3769.7 6.7168904e-14 
3771.2 6.5452649e-14 
3772.6 6.659426e-14 
3774.1 6.6728273e-14 
3775.6 6.5650377e-14 
3777.0 6.5029607e-14 
3778.5 6.6164183e-14 
3780.0 6.4722225e-14 
3781.4 6.5162524e-14 
3782.9 6.5153389e-14 
3784.4 6.5095674e-14 
3785.8 6.4707344e-14 
3787.3 6.6196023e-14 
3788.7 6.7124654e-14 
3790.2 6.7634539e-14 
3791.7 6.7318577e-14 
3793.1 6.8380782e-14 
3794.6 6.943664e-14 
3796.1 6.8080964e-14 
3797.5 6.8186846e-14 
3799.0 7.0921172e-14 
3800.5 6.9901465e-14 
3801.9 6.763915e-14 
3803.4 6.8243196e-14 
3804.8 6.9535527e-14 
3806.3 7.0152816e-14 
3807.8 6.9648968e-14 
3809.2 7.1217628e-14 
3810.7 6.8916956e-14 
3812.2 7.1781861e-14 
3813.6 7.26366e-14 
3815.1 7.1026876e-14 
3816.6 7.196923e-14 
3818.0 7.3728544e-14 
3819.5 7.1727646e-14 
3820.9 7.535648e-14 
3822.4 7.2753932e-14 
3823.9 7.4968147e-14 
3825.3 7.6651699e-14 
3826.8 7.7338877e-14 
3828.3 7.8239642e-14 
3829.7 7.8719635e-14 
3831.2 8.085641e-14 
3832.7 8.0329889e-14 
3834.1 7.9443058e-14 
3835.6 8.2071028e-14 
3837.0 8.4807985e-14 
3838.5 8.4787715e-14 
3840.0 8.5760644e-14 
3841.4 8.6000672e-14 
3842.9 8.7217941e-14 
3844.4 8.7490323e-14 
3845.8 8.759241e-14 
3847.3 8.6316938e-14 
3848.7 8.6998741e-14 
3850.2 8.9081463e-14 
3851.7 8.927704e-14 
3853.1 8.9582703e-14 
3854.6 9.0985542e-14 
3856.1 9.2304743e-14 
3857.5 9.0430109e-14 
3859.0 9.1335528e-14 
3860.5 8.9453599e-14 
3861.9 9.0068171e-14 
3863.4 9.4248735e-14 
3864.8 9.2900042e-14 
3866.3 9.201906e-14 
3867.8 9.1950252e-14 
3869.2 9.4344993e-14 
3870.7 9.328327e-14 
3872.2 9.3610417e-14 
3873.6 9.5661149e-14 
3875.1 9.5124347e-14 
3876.6 9.3364071e-14 
3878.0 9.4002014e-14 
3879.5 9.3896414e-14 
3880.9 9.5454521e-14 
3882.4 9.7185984e-14 
3883.9 9.6381977e-14 
3885.3 9.5234697e-14 
3886.8 9.5686336e-14 
3888.3 9.7359534e-14 
3889.7 9.6314525e-14 
3891.2 9.559415e-14 
3892.7 9.6246981e-14 
3894.1 9.6958438e-14 
3895.6 9.8893039e-14 
3897.0 9.9051285e-14 
3898.5 9.8443762e-14 
3900.0 1.0016389e-13 
3901.4 9.9942035e-14 
3902.9 1.002903e-13 
3904.4 1.0084277e-13 
3905.8 9.9980569e-14 
3907.3 1.0160199e-13 
3908.8 1.0261044e-13 
3910.2 1.0172908e-13 
3911.7 9.9777715e-14 
3913.1 1.0201037e-13 
3914.6 1.017378e-13 
3916.1 1.0225431e-13 
3917.5 1.0559997e-13 
3919.0 1.066404e-13 
3920.5 1.0662258e-13 
3921.9 1.0736909e-13 
3923.4 1.0737666e-13 
3924.9 1.0901276e-13 
3926.3 1.0629639e-13 
3927.8 1.0399247e-13 
3929.2 9.8818566e-14 
3930.7 9.4369275e-14 
3932.2 9.2726613e-14 
3933.6 9.7553383e-14 
3935.1 1.0342482e-13 
3936.6 1.0756344e-13 
3938.0 1.0609681e-13 
3939.5 1.0754732e-13 
3941.0 1.0643979e-13 
3942.4 1.0699254e-13 
3943.9 1.0770992e-13 
3945.3 1.083936e-13 
3946.8 1.0354394e-13 
3948.3 1.0363345e-13 
3949.7 1.0344276e-13 
3951.2 1.0250607e-13 
3952.7 1.0235832e-13 
3954.1 1.0241658e-13 
3955.6 1.0247109e-13 
3957.0 1.0066441e-13 
3958.5 1.0281955e-13 
3960.0 1.0071166e-13 
3961.4 1.0041317e-13 
3962.9 9.8134497e-14 
3964.4 9.3249854e-14 
3965.8 9.0642166e-14 
3967.3 9.1882346e-14 
3968.8 9.1396775e-14 
3970.2 9.476293e-14 
3971.7 9.4502832e-14 
3973.1 9.6338666e-14 
3974.6 9.5949761e-14 
3976.1 9.5190879e-14 
3977.5 9.569815e-14 
3979.0 9.4283785e-14 
3980.5 9.6847565e-14 
3981.9 9.6027e-14 
3983.4 9.5060204e-14 
3984.9 9.7675077e-14 
3986.3 9.6747098e-14 
3987.8 9.4761258e-14 
3989.2 9.6350782e-14 
3990.7 9.4936034e-14 
3992.2 9.5787521e-14 
3993.6 9.6597169e-14 
3995.1 9.8114589e-14 
3996.6 9.7454716e-14 
3998.0 9.7070628e-14 
3999.5 9.9040577e-14 
4001.0 9.8915735e-14 
4002.4 9.8261269e-14 
4003.9 1.0087854e-13 
4005.3 1.0029023e-13 
4006.8 9.9395149e-14 
4008.3 9.7909467e-14 
4009.7 9.7828227e-14 
4011.2 1.0192586e-13 
4012.7 1.0417888e-13 
4014.1 1.0242413e-13 
4015.6 1.0198992e-13 
4017.1 1.0099309e-13 
4018.5 1.0028546e-13 
4020.0 1.0392537e-13 
4021.4 1.0461682e-13 
4022.9 1.0621346e-13 
4024.4 1.0442089e-13 
4025.8 1.0530605e-13 
4027.3 1.0780806e-13 
4028.8 1.0599869e-13 
4030.2 1.0511602e-13 
4031.7 1.0376028e-13 
4033.2 1.0699538e-13 
4034.6 1.0721535e-13 
4036.1 1.0881051e-13 
4037.5 1.1022017e-13 
4039.0 1.1023773e-13 
4040.5 1.097425e-13 
4041.9 1.1173002e-13 
4043.4 1.1113521e-13 
4044.9 1.1032733e-13 
4046.3 1.0977405e-13 
4047.8 1.1122543e-13 
4049.3 1.1224069e-13 
4050.7 1.109802e-13 
4052.2 1.1256942e-13 
4053.6 1.1051866e-13 
4055.1 1.0882612e-13 
4056.6 1.1074711e-13 
4058.0 1.1126375e-13 
4059.5 1.1039222e-13 
4061.0 1.0770862e-13 
4062.4 1.0860192e-13 
4063.9 1.0843048e-13 
4065.3 1.104691e-13 
4066.8 1.0895143e-13 
4068.3 1.0795591e-13 
4069.7 1.098916e-13 
4071.2 1.1139314e-13 
4072.7 1.121151e-13 
4074.1 1.0899772e-13 
4075.6 1.0929884e-13 
4077.1 1.0842073e-13 
4078.5 1.0956418e-13 
4080.0 1.1093248e-13 
4081.4 1.1111152e-13 
4082.9 1.0664666e-13 
4084.4 1.0869247e-13 
4085.8 1.0742188e-13 
4087.3 1.0566564e-13 
4088.8 1.0914392e-13 
4090.2 1.0869928e-13 
4091.7 1.0632786e-13 
4093.2 1.02792e-13 
4094.6 1.0513736e-13 
4096.1 1.0360958e-13 
4097.5 1.0190079e-13 
4099.0 1.0138897e-13 
4100.5 1.0144256e-13 
4101.9 1.0023966e-13 
4103.4 1.0096391e-13 
4104.9 9.9615434e-14 
4106.3 1.0073452e-13 
4107.8 9.821575e-14 
4109.3 9.7235739e-14 
4110.7 9.9794705e-14 
4112.2 9.9983155e-14 
4113.6 9.899329e-14 
4115.1 9.8675389e-14 
4116.6 9.9264942e-14 
4118.0 9.8412596e-14 
4119.5 9.7074101e-14 
4121.0 9.6924818e-14 
4122.4 9.6360742e-14 
4123.9 9.6845578e-14 
4125.4 9.8436594e-14 
4126.8 9.5886897e-14 
4128.3 9.4474169e-14 
4129.7 9.3989382e-14 
4131.2 9.3864927e-14 
4132.7 9.3377965e-14 
4134.1 9.2479776e-14 
4135.6 9.2491676e-14 
4137.1 9.2976282e-14 
4138.5 9.4609543e-14 
4140.0 9.4731299e-14 
4141.5 9.4590581e-14 
4142.9 9.4018605e-14 
4144.4 9.4491679e-14 
4145.8 9.4255819e-14 
4147.3 9.2805533e-14 
4148.8 9.3517368e-14 
4150.2 9.3836893e-14 
4151.7 9.4244116e-14 
4153.2 9.3978427e-14 
4154.6 9.3188505e-14 
4156.1 9.1951051e-14 
4157.6 9.2986213e-14 
4159.0 9.2564729e-14 
4160.5 9.0445345e-14 
4161.9 8.9619073e-14 
4163.4 8.9310207e-14 
4164.9 8.9849025e-14 
4166.3 8.996536e-14 
4167.8 8.994267e-14 
4169.3 8.7692016e-14 
4170.7 8.6687554e-14 
4172.2 8.8457591e-14 
4173.6 8.7081919e-14 
4175.1 8.3889288e-14 
4176.6 8.3770159e-14 
4178.0 8.2069226e-14 
4179.5 8.0046865e-14 
4181.0 8.0998982e-14 
4182.4 8.0253029e-14 
4183.9 8.0564733e-14 
4185.4 7.9267149e-14 
4186.8 7.6451045e-14 
4188.3 7.6692901e-14 
4189.7 7.6721352e-14 
4191.2 7.756465e-14 
4192.7 7.6433562e-14 
4194.1 7.4780757e-14 
4195.6 7.3932e-14 
4197.1 7.5257971e-14 
4198.5 7.4837391e-14 
4200.0 7.3056622e-14 
4201.5 7.1498012e-14 
4202.9 7.1606013e-14 
4204.4 7.0524036e-14 
4205.8 6.9033133e-14 
4207.3 6.817015e-14 
4208.8 6.9354888e-14 
4210.2 6.739474e-14 
4211.7 6.6243792e-14 
4213.2 6.8279459e-14 
4214.6 6.5811458e-14 
4216.1 6.660465e-14 
4217.6 6.3932229e-14 
4219.0 6.3013696e-14 
4220.5 6.3418836e-14 
4221.9 6.3477329e-14 
4223.4 6.1314449e-14 
4224.9 5.9625486e-14 
4226.3 5.9461852e-14 
4227.8 5.8350479e-14 
4229.3 5.9414895e-14 
4230.7 5.8484396e-14 
4232.2 5.8561585e-14 
4233.7 5.7262855e-14 
4235.1 5.7236065e-14 
4236.6 5.604204e-14 
4238.0 5.447655e-14 
4239.5 5.6903051e-14 
4241.0 5.4593322e-14 
4242.4 5.5797864e-14 
4243.9 5.3853311e-14 
4245.4 5.3076542e-14 
4246.8 5.2328091e-14 
4248.3 5.2666441e-14 
4249.8 5.2323134e-14 
4251.2 5.2204475e-14 
4252.7 5.2458629e-14 
4254.1 5.1374178e-14 
4255.6 5.12661e-14 
4257.1 5.1495052e-14 
4258.5 5.1509458e-14 
4260.0 4.9785493e-14 
4261.5 4.9758893e-14 
4262.9 4.8409995e-14 
4264.4 4.8912982e-14 
4265.9 5.1556088e-14 
4267.3 4.9468374e-14 
4268.8 5.0514005e-14 
4270.2 5.1634025e-14 
4271.7 5.014625e-14 
4273.2 5.0704898e-14 
4274.6 5.0790669e-14 
4276.1 5.0653047e-14 
4277.6 5.0311837e-14 
4279.0 5.1208752e-14 
4280.5 5.1462809e-14 
4281.9 5.2691991e-14 
4283.4 5.1145388e-14 
4284.9 5.2301703e-14 
4286.3 5.4332862e-14 
4287.8 5.3655327e-14 
4289.3 5.2745622e-14 
4290.7 5.3889417e-14 
4292.2 5.4424868e-14 
4293.7 5.3608113e-14 
4295.1 5.5250887e-14 
4296.6 5.5939671e-14 
4298.0 5.6492416e-14 
4299.5 5.6551305e-14 
4301.0 5.7715449e-14 
4302.4 5.7923906e-14 
4303.9 5.7998361e-14 
4305.4 5.9025802e-14 
4306.8 5.8582548e-14 
4308.3 5.8084182e-14 
4309.8 6.157882e-14 
4311.2 6.0610259e-14 
4312.7 6.0296691e-14 
4314.1 6.2105474e-14 
4315.6 6.2166539e-14 
4317.1 6.2429126e-14 
4318.5 6.3329369e-14 
4320.0 6.3380194e-14 
4321.5 6.4319069e-14 
4322.9 6.5058252e-14 
4324.4 6.5990477e-14 
4325.9 6.6427255e-14 
4327.3 6.6853418e-14 
4328.8 6.6908617e-14 
4330.2 6.7744277e-14 
4331.7 6.8784489e-14 
4333.2 7.0056045e-14 
4334.6 7.1767609e-14 
4336.1 7.09048e-14 
4337.6 7.0512255e-14 
4339.0 7.0544415e-14 
4340.5 7.0474765e-14 
4342.0 7.2174092e-14 
4343.4 7.3465686e-14 
4344.9 7.3296477e-14 
4346.3 7.3605886e-14 
4347.8 7.4883512e-14 
4349.3 7.455016e-14 
4350.7 7.3118817e-14 
4352.2 7.5854198e-14 
4353.7 7.7025979e-14 
4355.1 7.6301858e-14 
4356.6 7.7299057e-14 
4358.1 7.7531486e-14 
4359.5 7.6221627e-14 
4361.0 7.8678874e-14 
4362.4 7.6605128e-14 
4363.9 7.8431958e-14 
4365.4 7.6869672e-14 
4366.8 7.6108147e-14 
4368.3 7.8051967e-14 
4369.8 7.4757016e-14 
4371.2 7.4647367e-14 
4372.7 7.3103707e-14 
4374.2 7.4303138e-14 
4375.6 7.2572239e-14 
4377.1 7.232405e-14 
4378.5 7.1026125e-14 
4380.0 6.9478767e-14 
4381.5 7.0708601e-14 
4382.9 7.004592e-14 
4384.4 6.8979787e-14 
4385.9 6.9730562e-14 
4387.3 6.8751531e-14 
4388.8 6.7516095e-14 
4390.2 6.7704279e-14 
4391.7 6.4860038e-14 
4393.2 6.5674633e-14 
4394.6 6.6171958e-14 
4396.1 6.6571634e-14 
4397.6 6.5249903e-14 
4399.0 6.4402039e-14 
4400.5 6.4652398e-14 
4402.0 6.302506e-14 
4403.4 6.3470482e-14 
4404.9 6.2983388e-14 
4406.3 6.2597893e-14 
4407.8 6.3372998e-14 
4409.3 6.3058918e-14 
4410.7 6.2765508e-14 
4412.2 6.2704242e-14 
4413.7 6.3166006e-14 
4415.1 6.3119688e-14 
4416.6 6.2435382e-14 
4418.1 6.4194068e-14 
4419.5 6.4000042e-14 
4421.0 6.6545475e-14 
4422.4 6.6229625e-14 
4423.9 6.6358276e-14 
4425.4 6.532147e-14 
4426.8 6.7223966e-14 
4428.3 6.6864618e-14 
4429.8 6.6459955e-14 
4431.2 6.9570343e-14 
4432.7 7.0706293e-14 
4434.2 6.9892058e-14 
4435.6 7.039423e-14 
4437.1 7.2213574e-14 
4438.5 7.1743422e-14 
4440.0 7.3488627e-14 
4441.5 7.1542081e-14 
4442.9 7.2623474e-14 
4444.4 7.4254066e-14 
4445.9 7.3126161e-14 
4447.3 7.4420368e-14 
4448.8 7.4400804e-14 
4450.3 7.6539722e-14 
4451.7 7.5552955e-14 
4453.2 7.7572626e-14 
4454.6 7.6468022e-14 
4456.1 7.6793486e-14 
4457.6 7.7499488e-14 
4459.0 7.6176413e-14 
4460.5 7.495006e-14 
4462.0 7.7663672e-14 
4463.4 7.7342792e-14 
4464.9 7.6603705e-14 
4466.4 7.6744433e-14 
4467.8 7.6746829e-14 
4469.3 7.918313e-14 
4470.7 7.7675266e-14 
4472.2 7.9399818e-14 
4473.7 7.8122992e-14 
4475.1 7.8988534e-14 
4476.6 7.9657225e-14 
4478.1 8.0407683e-14 
4479.5 7.9001487e-14 
4481.0 7.8419094e-14 
4482.5 8.0642391e-14 
4483.9 8.0541162e-14 
4485.4 7.939979e-14 
4486.8 7.9726152e-14 
4488.3 8.2553057e-14 
4489.8 8.1888474e-14 
4491.2 8.0132461e-14 
4492.7 8.0239218e-14 
4494.2 8.2397491e-14 
4495.6 8.200857e-14 
4497.1 7.962625e-14 
4498.5 7.987459e-14 
4500.0 8.0857023e-14 
4501.5 7.8977415e-14 
4502.9 7.9611531e-14 
4504.4 8.1204018e-14 
4505.9 8.1122367e-14 
4507.3 7.8978306e-14 
4508.8 8.1033977e-14 
4510.3 8.0346895e-14 
4511.7 8.0017145e-14 
4513.2 8.0551642e-14 
4514.6 7.7808599e-14 
4516.1 7.9300942e-14 
4517.6 7.9818474e-14 
4519.0 7.9431752e-14 
4520.5 8.1526193e-14 
4522.0 7.9730689e-14 
4523.4 7.9127627e-14 
4524.9 7.8282075e-14 
4526.4 8.0945459e-14 
4527.8 7.9437314e-14 
4529.3 7.8795701e-14 
4530.7 7.8868402e-14 
4532.2 7.9091863e-14 
4533.7 7.8885484e-14 
4535.1 7.9457501e-14 
4536.6 7.957972e-14 
4538.1 8.0597926e-14 
4539.5 7.8390794e-14 
4541.0 7.8730565e-14 
4542.5 7.9042966e-14 
4543.9 7.8947505e-14 
4545.4 7.9518908e-14 
4546.8 7.8592601e-14 
4548.3 7.8885913e-14 
4549.8 7.6919245e-14 
4551.2 7.5431197e-14 
4552.7 7.8434708e-14 
4554.2 7.8928989e-14 
4555.6 7.6651435e-14 
4557.1 7.7967853e-14 
4558.6 7.7336302e-14 
4560.0 7.6716493e-14 
4561.5 7.6524259e-14 
4562.9 7.7266724e-14 
4564.4 7.7192389e-14 
4565.9 7.8187913e-14 
4567.3 7.7070579e-14 
4568.8 7.6532131e-14 
4570.3 7.5835342e-14 
4571.7 7.5718128e-14 
4573.2 7.7052711e-14 
4574.7 7.7466808e-14 
4576.1 7.536903e-14 
4577.6 7.5823455e-14 
4579.0 7.6723264e-14 
4580.5 7.6091817e-14 
4582.0 7.616379e-14 
4583.4 7.3825731e-14 
4584.9 7.5186535e-14 
4586.4 7.4487939e-14 
4587.8 7.6461681e-14 
4589.3 7.646769e-14 
4590.8 7.6039867e-14 
4592.2 7.5799006e-14 
4593.7 7.5758911e-14 
4595.1 7.4849118e-14 
4596.6 7.5396972e-14 
4598.1 7.5589204e-14 
4599.5 7.6111027e-14 
4601.0 7.4511376e-14 
4602.5 7.4025049e-14 
4603.9 7.4133699e-14 
4605.4 7.3908354e-14 
4606.8 7.3572261e-14 
4608.3 7.1589599e-14 
4609.8 7.3203318e-14 
4611.2 7.2338864e-14 
4612.7 7.0544757e-14 
4614.2 7.0525068e-14 
4615.6 6.9615291e-14 
4617.1 6.9392131e-14 
4618.6 6.967413e-14 
4620.0 6.9438404e-14 
4621.5 6.8813884e-14 
4622.9 6.6518697e-14 
4624.4 6.6322482e-14 
4625.9 6.6192098e-14 
4627.3 6.5470714e-14 
4628.8 6.4693054e-14 
4630.3 6.4714857e-14 
4631.7 6.4833253e-14 
4633.2 6.4239787e-14 
4634.7 6.3485121e-14 
4636.1 6.4010724e-14 
4637.6 6.3174624e-14 
4639.0 6.21607e-14 
4640.5 6.2775322e-14 
4642.0 6.1990177e-14 
4643.4 6.1386642e-14 
4644.9 6.0834372e-14 
4646.4 6.1325175e-14 
4647.8 6.2281046e-14 
4649.3 6.1555248e-14 
4650.8 6.0803312e-14 
4652.2 6.0811274e-14 
4653.7 6.0877621e-14 
4655.1 5.9405355e-14 
4656.6 6.0177342e-14 
4658.1 6.0744667e-14 
4659.5 6.0027722e-14 
4661.0 6.0079929e-14 
4662.5 6.0272784e-14 
4663.9 6.0086331e-14 
4665.4 6.004386e-14 
4666.9 6.0025254e-14 
4668.3 6.0924266e-14 
4669.8 6.1490548e-14 
4671.2 6.1642848e-14 
4672.7 6.1367394e-14 
4674.2 6.0806076e-14 
4675.6 6.1764725e-14 
4677.1 6.1813494e-14 
4678.6 6.1534963e-14 
4680.0 6.1921909e-14 
4681.5 6.1570525e-14 
4683.0 6.0073608e-14 
4684.4 6.1012848e-14 
4685.9 6.1908491e-14 
4687.3 6.0248758e-14 
4688.8 6.0223638e-14 
4690.3 6.073117e-14 
4691.7 6.0963126e-14 
4693.2 6.0314413e-14 
4694.7 6.0591107e-14 
4696.1 6.0724887e-14 
4697.6 6.0614513e-14 
4699.1 5.9655712e-14 
4700.5 5.8681946e-14 
4702.0 5.8896156e-14 
4703.4 5.9787136e-14 
4704.9 5.9337846e-14 
4706.4 5.9342373e-14 
4707.8 5.8064055e-14 
4709.3 5.7019026e-14 
4710.8 5.7684189e-14 
4712.2 5.7814068e-14 
4713.7 5.6883817e-14 
4715.1 5.7380636e-14 
4716.6 5.6910836e-14 
4718.1 5.6304607e-14 
4719.5 5.6797445e-14 
4721.0 5.6850526e-14 
4722.5 5.6205691e-14 
4723.9 5.5210783e-14 
4725.4 5.5532006e-14 
4726.9 5.5612644e-14 
4728.3 5.5247655e-14 
4729.8 5.5197716e-14 
4731.2 5.5630102e-14 
4732.7 5.5775902e-14 
4734.2 5.5903624e-14 
4735.6 5.6766163e-14 
4737.1 5.6892698e-14 
4738.6 5.6973288e-14 
4740.0 5.725415e-14 
4741.5 5.7446265e-14 
4743.0 5.7658113e-14 
4744.4 5.6519389e-14 
4745.9 5.8312439e-14 
4747.3 5.8015958e-14 
4748.8 5.7688266e-14 
4750.3 5.7669559e-14 
4751.7 5.9290423e-14 
4753.2 6.0203694e-14 
4754.7 5.9827804e-14 
4756.1 5.9253008e-14 
4757.6 5.9982382e-14 
4759.1 6.0551056e-14 
4760.5 6.0515332e-14 
4762.0 6.0135041e-14 
4763.4 6.0505617e-14 
4764.9 6.0977683e-14 
4766.4 6.0438821e-14 
4767.8 6.1545573e-14 
4769.3 6.154334e-14 
4770.8 6.0842623e-14 
4772.2 6.1209148e-14 
4773.7 6.1389094e-14 
4775.2 6.1855655e-14 
4776.6 6.0740188e-14 
4778.1 6.1207439e-14 
4779.5 6.0134313e-14 
4781.0 6.1488168e-14 
4782.5 5.9754897e-14 
4783.9 5.9278653e-14 
4785.4 6.0010638e-14 
4786.9 5.9604718e-14 
4788.3 5.8493782e-14 
4789.8 5.8627224e-14 
4791.3 5.7733035e-14 
4792.7 5.7674028e-14 
4794.2 5.8848927e-14 
4795.6 5.6795477e-14 
4797.1 5.6242353e-14 
4798.6 5.5692266e-14 
4800.0 5.5667497e-14 
4801.5 5.5801312e-14 
4803.0 5.5729811e-14 
4804.4 5.569166e-14 
4805.9 5.5592906e-14 
4807.4 5.4854268e-14 
4808.8 5.497952e-14 
4810.3 5.4509029e-14 
4811.7 5.3649322e-14 
4813.2 5.2963998e-14 
4814.7 5.2835756e-14 
4816.1 5.2035609e-14 
4817.6 5.2789354e-14 
4819.1 5.2378878e-14 
