#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457013.04269 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
4273.2 5.1613798e-14 
4274.7 4.9927611e-14 
4276.2 4.8917112e-14 
4277.7 5.0484009e-14 
4279.2 5.0614226e-14 
4280.7 4.9865791e-14 
4282.2 4.9586436e-14 
4283.6 5.2087528e-14 
4285.1 4.8026538e-14 
4286.6 4.9322843e-14 
4288.1 5.1840532e-14 
4289.6 5.147468e-14 
4291.1 5.2737148e-14 
4292.6 5.209541e-14 
4294.1 5.8235526e-14 
4295.6 5.4821296e-14 
4297.1 5.4968408e-14 
4298.6 5.2789073e-14 
4300.1 5.6647907e-14 
4301.6 5.3739368e-14 
4303.1 5.7633394e-14 
4304.5 5.8376596e-14 
4306.0 5.8660165e-14 
4307.5 5.7146897e-14 
4309.0 6.0332604e-14 
4310.5 6.0955297e-14 
4312.0 5.837636e-14 
4313.5 5.9231419e-14 
4315.0 5.9549994e-14 
4316.5 6.1883166e-14 
4318.0 6.2116811e-14 
4319.5 6.2869026e-14 
4321.0 6.3057794e-14 
4322.5 6.4959464e-14 
4323.9 6.7192987e-14 
4325.4 6.6131943e-14 
4326.9 6.7120252e-14 
4328.4 6.7496123e-14 
4329.9 6.6061134e-14 
4331.4 6.5844346e-14 
4332.9 7.0763552e-14 
4334.4 7.0195643e-14 
4335.9 7.0661902e-14 
4337.4 7.1652847e-14 
4338.9 7.0661827e-14 
4340.4 7.1268261e-14 
4341.9 7.4457498e-14 
4343.3 7.5534119e-14 
4344.8 7.5633805e-14 
4346.3 7.089863e-14 
4347.8 7.5131247e-14 
4349.3 7.517411e-14 
4350.8 7.6430325e-14 
4352.3 7.6677147e-14 
4353.8 7.4494941e-14 
4355.3 7.7175914e-14 
4356.8 7.8433396e-14 
4358.3 8.0045804e-14 
4359.8 8.1816001e-14 
4361.3 8.1503629e-14 
4362.7 7.9324941e-14 
4364.2 8.1100906e-14 
4365.7 8.4312358e-14 
4367.2 8.1757313e-14 
4368.7 7.9532505e-14 
4370.2 7.8769537e-14 
4371.7 8.025803e-14 
4373.2 7.727417e-14 
4374.7 7.7338029e-14 
4376.2 7.9557418e-14 
4377.7 8.0188651e-14 
4379.2 7.7814942e-14 
4380.7 7.5437403e-14 
4382.1 7.7107318e-14 
4383.6 7.5734386e-14 
4385.1 7.4904277e-14 
4386.6 7.2576948e-14 
4388.1 7.4290161e-14 
4389.6 7.1593239e-14 
4391.1 7.2499427e-14 
4392.6 7.2117315e-14 
4394.1 7.2843686e-14 
4395.6 7.219056e-14 
4397.1 7.2163808e-14 
4398.6 7.1002444e-14 
4400.1 6.9365982e-14 
4401.5 6.9982397e-14 
4403.0 7.0129447e-14 
4404.5 6.8601621e-14 
4406.0 6.9448823e-14 
4407.5 7.0527881e-14 
4409.0 6.875828e-14 
4410.5 6.8717978e-14 
4412.0 6.9558877e-14 
4413.5 6.8170941e-14 
4415.0 7.0079361e-14 
4416.5 7.0039979e-14 
4418.0 6.740489e-14 
4419.5 7.0824267e-14 
4420.9 6.9351238e-14 
4422.4 7.1317141e-14 
4423.9 7.2562143e-14 
4425.4 7.0377848e-14 
4426.9 7.239135e-14 
4428.4 7.227595e-14 
4429.9 7.4577335e-14 
4431.4 7.4159036e-14 
4432.9 7.6036229e-14 
4434.4 7.668872e-14 
4435.9 7.5816121e-14 
4437.4 7.7564949e-14 
4438.9 7.906202e-14 
4440.3 8.075262e-14 
4441.8 7.9990584e-14 
4443.3 8.0961527e-14 
4444.8 8.1671936e-14 
4446.3 8.2029483e-14 
4447.8 8.0510496e-14 
4449.3 8.4291423e-14 
4450.8 8.1675764e-14 
4452.3 8.5014611e-14 
4453.8 8.2959888e-14 
4455.3 8.6882158e-14 
4456.8 8.3706869e-14 
4458.3 8.2727436e-14 
4459.8 8.5293345e-14 
4461.2 8.5888528e-14 
4462.7 8.6286403e-14 
4464.2 8.6390974e-14 
4465.7 8.6519203e-14 
4467.2 8.4035141e-14 
4468.7 8.4408563e-14 
4470.2 8.3451829e-14 
4471.7 8.7239705e-14 
4473.2 8.7205072e-14 
4474.7 8.6528228e-14 
4476.2 8.7162433e-14 
4477.7 8.463741e-14 
4479.2 8.6833539e-14 
4480.6 8.6507331e-14 
4482.1 8.7095217e-14 
4483.6 8.6731019e-14 
4485.1 8.8397975e-14 
4486.6 8.791655e-14 
4488.1 8.7363931e-14 
4489.6 8.6305224e-14 
4491.1 8.7987184e-14 
4492.6 8.8540859e-14 
4494.1 8.7828884e-14 
4495.6 8.886171e-14 
4497.1 8.8703211e-14 
4498.6 8.8897611e-14 
4500.0 8.5808085e-14 
4501.5 8.6391012e-14 
4503.0 8.6090424e-14 
4504.5 8.8381615e-14 
4506.0 8.6623687e-14 
4507.5 8.4859668e-14 
4509.0 8.3779268e-14 
4510.5 8.6139378e-14 
4512.0 8.5704198e-14 
4513.5 8.4568417e-14 
4515.0 8.5816352e-14 
4516.5 8.6669223e-14 
4518.0 8.6355147e-14 
4519.4 8.5301139e-14 
4520.9 8.5882561e-14 
4522.4 8.5691729e-14 
4523.9 8.5719016e-14 
4525.4 8.3448436e-14 
4526.9 8.4616476e-14 
4528.4 8.0902678e-14 
4529.9 8.4693264e-14 
4531.4 8.4496651e-14 
4532.9 8.3893922e-14 
4534.4 8.3934858e-14 
4535.9 8.3040964e-14 
4537.4 8.3490006e-14 
4538.8 8.2767439e-14 
4540.3 8.2222553e-14 
4541.8 8.4843719e-14 
4543.3 8.3754431e-14 
4544.8 8.4459046e-14 
4546.3 8.4977504e-14 
4547.8 8.4367938e-14 
4549.3 8.3725914e-14 
4550.8 8.5105049e-14 
4552.3 8.3427576e-14 
4553.8 8.1396534e-14 
4555.3 8.2909044e-14 
4556.8 8.2993688e-14 
4558.2 8.43929e-14 
4559.7 8.3904799e-14 
4561.2 8.3290969e-14 
4562.7 8.2489651e-14 
4564.2 8.1016684e-14 
4565.7 8.1675416e-14 
4567.2 8.1983749e-14 
4568.7 8.3334665e-14 
4570.2 8.2942434e-14 
4571.7 8.3066945e-14 
4573.2 8.1292136e-14 
4574.7 8.2563903e-14 
4576.2 8.1491322e-14 
4577.6 8.0801276e-14 
4579.1 7.9575319e-14 
4580.6 7.9200032e-14 
4582.1 8.1442045e-14 
4583.6 8.237992e-14 
4585.1 8.0661188e-14 
4586.6 8.0647824e-14 
4588.1 8.0977315e-14 
4589.6 7.9400088e-14 
4591.1 7.9471629e-14 
4592.6 8.0971571e-14 
4594.1 7.9559866e-14 
4595.6 8.2007691e-14 
4597.1 8.0634386e-14 
4598.5 7.8462498e-14 
4600.0 8.1151738e-14 
4601.5 7.953897e-14 
4603.0 7.741115e-14 
4604.5 7.9723325e-14 
4606.0 7.7500754e-14 
4607.5 7.8522665e-14 
4609.0 7.7408017e-14 
4610.5 7.4804814e-14 
4612.0 7.4922054e-14 
4613.5 7.4898099e-14 
4615.0 7.4725217e-14 
4616.5 7.5618241e-14 
4617.9 7.5396069e-14 
4619.4 7.4038813e-14 
4620.9 7.2760583e-14 
4622.4 7.1740263e-14 
4623.9 6.998067e-14 
4625.4 7.0640334e-14 
4626.9 6.9749013e-14 
4628.4 6.8321185e-14 
4629.9 6.7859028e-14 
4631.4 6.7096794e-14 
4632.9 6.6080142e-14 
4634.4 6.6644669e-14 
4635.9 6.6311089e-14 
4637.3 6.6811708e-14 
4638.8 6.7011267e-14 
4640.3 6.5005895e-14 
4641.8 6.5066062e-14 
4643.3 6.3642834e-14 
4644.8 6.4100527e-14 
4646.3 6.4402942e-14 
4647.8 6.3794047e-14 
4649.3 6.4169645e-14 
4650.8 6.3514978e-14 
4652.3 6.3362422e-14 
4653.8 6.3118148e-14 
4655.3 6.2383946e-14 
4656.7 6.3359215e-14 
4658.2 6.2985444e-14 
4659.7 6.1952955e-14 
4661.2 6.3559967e-14 
4662.7 6.3054463e-14 
4664.2 6.2999144e-14 
4665.7 6.2179825e-14 
4667.2 6.4380715e-14 
4668.7 6.313759e-14 
4670.2 6.2545428e-14 
4671.7 6.4210034e-14 
4673.2 6.4495953e-14 
4674.7 6.320595e-14 
4676.1 6.3117004e-14 
4677.6 6.4304599e-14 
4679.1 6.3991195e-14 
4680.6 6.3505257e-14 
4682.1 6.3397702e-14 
4683.6 6.3342743e-14 
4685.1 6.2614993e-14 
4686.6 6.3169999e-14 
4688.1 6.3677964e-14 
4689.6 6.3615659e-14 
4691.1 6.3390877e-14 
4692.6 6.2960868e-14 
4694.1 6.1654095e-14 
4695.5 6.1233397e-14 
4697.0 6.3100869e-14 
4698.5 6.3161434e-14 
4700.0 6.2156491e-14 
4701.5 6.1053392e-14 
4703.0 6.0835e-14 
4704.5 6.1515337e-14 
4706.0 6.0343916e-14 
4707.5 6.1928353e-14 
4709.0 6.1608373e-14 
4710.5 5.8345158e-14 
4712.0 5.8531514e-14 
4713.5 5.8373899e-14 
4714.9 5.8233015e-14 
4716.4 5.847811e-14 
4717.9 5.8250469e-14 
4719.4 5.872042e-14 
4720.9 5.8296551e-14 
4722.4 5.7398294e-14 
4723.9 5.7257137e-14 
4725.4 5.8092679e-14 
4726.9 5.6644115e-14 
4728.4 5.5315439e-14 
4729.9 5.7289558e-14 
4731.4 5.481252e-14 
4732.9 5.667262e-14 
4734.4 5.5306314e-14 
4735.8 5.6758533e-14 
4737.3 5.6340209e-14 
4738.8 5.6833655e-14 
4740.3 5.6229769e-14 
4741.8 5.7170579e-14 
4743.3 5.7453651e-14 
4744.8 5.8287725e-14 
4746.3 5.7903028e-14 
4747.8 5.7713153e-14 
4749.3 5.8224264e-14 
4750.8 5.8914123e-14 
4752.3 5.909066e-14 
4753.8 5.9029809e-14 
4755.2 5.9466394e-14 
4756.7 5.9517636e-14 
4758.2 6.0423289e-14 
4759.7 6.0902328e-14 
4761.2 6.0716679e-14 
4762.7 6.1622855e-14 
4764.2 6.2243299e-14 
4765.7 6.3630116e-14 
4767.2 6.146882e-14 
4768.7 6.1123393e-14 
4770.2 6.0471249e-14 
4771.7 6.0310463e-14 
4773.2 6.070032e-14 
4774.6 6.2791604e-14 
4776.1 6.2325084e-14 
4777.6 6.1166927e-14 
4779.1 6.1463437e-14 
4780.6 6.0912447e-14 
4782.1 6.2335041e-14 
4783.6 6.127565e-14 
4785.1 6.0854293e-14 
4786.6 5.9369952e-14 
4788.1 5.965612e-14 
4789.6 5.8821113e-14 
4791.1 6.023789e-14 
4792.6 5.838541e-14 
4794.0 5.7980089e-14 
4795.5 5.7586043e-14 
4797.0 5.6176924e-14 
4798.5 5.8192278e-14 
4800.0 5.7944573e-14 
4801.5 5.6145038e-14 
4803.0 5.6195633e-14 
4804.5 5.5169409e-14 
4806.0 5.5726602e-14 
4807.5 5.5148114e-14 
4809.0 5.4416324e-14 
4810.5 5.4327826e-14 
4812.0 5.3785425e-14 
4813.4 5.3849508e-14 
4814.9 5.3746926e-14 
4816.4 5.2219983e-14 
4817.9 5.224896e-14 
4819.4 5.2482606e-14 
4820.9 5.1513204e-14 
4822.4 5.0200577e-14 
4823.9 5.0016047e-14 
4825.4 5.0019776e-14 
4826.9 4.9072553e-14 
4828.4 4.8598313e-14 
4829.9 4.9905061e-14 
4831.4 4.8918828e-14 
4832.8 4.7934161e-14 
4834.3 4.9562717e-14 
4835.8 4.8394503e-14 
4837.3 4.785485e-14 
4838.8 4.8305383e-14 
4840.3 4.6550004e-14 
4841.8 4.7798412e-14 
4843.3 4.8023753e-14 
4844.8 4.6337815e-14 
4846.3 4.7078344e-14 
4847.8 4.8055366e-14 
4849.3 4.7436352e-14 
4850.8 4.7201003e-14 
4852.2 4.6407827e-14 
4853.7 4.7092876e-14 
4855.2 4.6966587e-14 
4856.7 4.5743986e-14 
4858.2 4.7797952e-14 
4859.7 4.6550377e-14 
4861.2 4.5915376e-14 
4862.7 4.7079836e-14 
4864.2 4.6325893e-14 
4865.7 4.5882508e-14 
4867.2 4.6058659e-14 
4868.7 4.5641031e-14 
4870.2 4.5580491e-14 
4871.6 4.5639328e-14 
4873.1 4.6776725e-14 
4874.6 4.6002283e-14 
4876.1 4.4693521e-14 
4877.6 4.5234753e-14 
4879.1 4.5090264e-14 
4880.6 4.5192412e-14 
4882.1 4.5042242e-14 
4883.6 4.5509284e-14 
4885.1 4.4552849e-14 
4886.6 4.4932574e-14 
4888.1 4.5412321e-14 
4889.6 4.4496598e-14 
4891.1 4.536313e-14 
4892.5 4.5050919e-14 
4894.0 4.4208143e-14 
4895.5 4.5620556e-14 
4897.0 4.4769277e-14 
4898.5 4.5257999e-14 
4900.0 4.5451666e-14 
4901.5 4.4733724e-14 
4903.0 4.5059509e-14 
4904.5 4.6099247e-14 
4906.0 4.6328491e-14 
4907.5 4.69169e-14 
4909.0 4.6958631e-14 
4910.5 4.767405e-14 
4911.9 4.8045309e-14 
4913.4 4.7202445e-14 
4914.9 4.8048031e-14 
4916.4 4.5305685e-14 
4917.9 4.8429099e-14 
4919.4 4.6633032e-14 
4920.9 4.7571939e-14 
4922.4 4.6976383e-14 
4923.9 4.7862234e-14 
4925.4 4.6723494e-14 
4926.9 4.6823628e-14 
4928.4 4.5845065e-14 
4929.9 4.6713673e-14 
4931.3 4.5873159e-14 
4932.8 4.5826679e-14 
4934.3 4.8068804e-14 
4935.8 4.6387987e-14 
4937.3 4.650816e-14 
4938.8 4.7364064e-14 
4940.3 4.6912076e-14 
4941.8 4.6487686e-14 
4943.3 4.6582636e-14 
4944.8 4.5913263e-14 
4946.3 4.5153776e-14 
4947.8 4.5929187e-14 
4949.3 4.6926882e-14 
4950.7 4.6130772e-14 
4952.2 4.5517924e-14 
4953.7 4.5784127e-14 
4955.2 4.5327627e-14 
4956.7 4.669842e-14 
4958.2 4.5270654e-14 
4959.7 4.5713082e-14 
4961.2 4.6063842e-14 
4962.7 4.6851872e-14 
4964.2 4.5864296e-14 
4965.7 4.6425045e-14 
4967.2 4.7006554e-14 
4968.7 4.828732e-14 
4970.1 4.8617233e-14 
4971.6 4.8496774e-14 
4973.1 4.8557675e-14 
4974.6 4.7801843e-14 
4976.1 4.7945822e-14 
4977.6 4.8520618e-14 
4979.1 4.8538046e-14 
4980.6 4.9088241e-14 
4982.1 5.0126511e-14 
4983.6 5.0962326e-14 
4985.1 4.9207457e-14 
4986.6 5.0247803e-14 
4988.1 5.0235906e-14 
4989.5 4.9641792e-14 
4991.0 4.9522502e-14 
4992.5 5.0630859e-14 
4994.0 5.1980968e-14 
4995.5 5.0227366e-14 
4997.0 5.0770164e-14 
4998.5 5.1865531e-14 
5000.0 5.1402479e-14 
5001.5 5.1811405e-14 
5003.0 5.1810684e-14 
5004.5 5.1737004e-14 
5006.0 5.2631321e-14 
5007.5 5.2295578e-14 
5008.9 5.1520042e-14 
5010.4 5.243661e-14 
5011.9 5.4052946e-14 
5013.4 5.37064e-14 
5014.9 5.3896001e-14 
5016.4 5.4600331e-14 
5017.9 5.5308216e-14 
5019.4 5.670918e-14 
5020.9 5.6186285e-14 
5022.4 5.637437e-14 
5023.9 5.6820502e-14 
5025.4 5.6183513e-14 
5026.9 5.7587883e-14 
5028.4 5.7051288e-14 
5029.8 5.8141646e-14 
5031.3 5.7721134e-14 
5032.8 5.7946699e-14 
5034.3 5.7853464e-14 
5035.8 5.872768e-14 
5037.3 5.8973657e-14 
5038.8 5.9116293e-14 
5040.3 5.924784e-14 
5041.8 6.1305846e-14 
5043.3 6.0938329e-14 
5044.8 6.0151965e-14 
5046.3 6.0683388e-14 
5047.8 6.1228113e-14 
5049.2 6.2688188e-14 
5050.7 6.2046264e-14 
5052.2 6.2428276e-14 
5053.7 6.3674968e-14 
5055.2 6.344151e-14 
5056.7 6.331844e-14 
5058.2 6.3759886e-14 
5059.7 6.3652493e-14 
5061.2 6.4611688e-14 
5062.7 6.6039243e-14 
5064.2 6.6600451e-14 
5065.7 6.6767689e-14 
5067.2 6.6966875e-14 
5068.6 6.7854466e-14 
5070.1 6.6577491e-14 
5071.6 6.7958677e-14 
5073.1 6.7328077e-14 
5074.6 6.8234962e-14 
5076.1 6.7578169e-14 
5077.6 6.9733884e-14 
5079.1 6.8777959e-14 
5080.6 6.8689187e-14 
5082.1 6.9308412e-14 
5083.6 6.9344575e-14 
5085.1 6.9159623e-14 
5086.6 7.0047438e-14 
5088.0 6.9188252e-14 
5089.5 6.8962327e-14 
5091.0 7.0434249e-14 
5092.5 6.8914802e-14 
5094.0 6.9905249e-14 
5095.5 6.9994891e-14 
5097.0 6.8769667e-14 
5098.5 6.9320993e-14 
5100.0 6.8974024e-14 
5101.5 6.942416e-14 
5103.0 7.0269162e-14 
5104.5 6.8157664e-14 
5106.0 6.8500866e-14 
5107.4 6.7748639e-14 
5108.9 6.7228254e-14 
5110.4 6.758533e-14 
5111.9 6.7246155e-14 
5113.4 6.671825e-14 
5114.9 6.7340844e-14 
5116.4 6.7279956e-14 
5117.9 6.8711812e-14 
5119.4 6.7438168e-14 
5120.9 6.6718909e-14 
5122.4 6.8238045e-14 
5123.9 6.7437162e-14 
5125.4 6.7149515e-14 
5126.8 6.666589e-14 
5128.3 6.7063242e-14 
5129.8 6.6718399e-14 
5131.3 6.6581792e-14 
5132.8 6.7444894e-14 
5134.3 6.687819e-14 
5135.8 6.79094e-14 
5137.3 6.7331173e-14 
5138.8 6.7293966e-14 
5140.3 6.6882753e-14 
5141.8 6.7150447e-14 
5143.3 6.8064281e-14 
5144.8 6.8054634e-14 
5146.2 6.737462e-14 
5147.7 6.9909588e-14 
5149.2 6.8620654e-14 
5150.7 6.8341945e-14 
5152.2 6.8926848e-14 
5153.7 6.925328e-14 
5155.2 6.8573079e-14 
5156.7 7.0311962e-14 
5158.2 6.8162525e-14 
5159.7 6.8313527e-14 
5161.2 6.9396227e-14 
5162.7 6.9274351e-14 
5164.2 6.9752109e-14 
5165.7 6.8459047e-14 
5167.1 6.931203e-14 
5168.6 6.8923454e-14 
5170.1 6.9381869e-14 
5171.6 6.9718669e-14 
5173.1 6.9128992e-14 
5174.6 6.9481841e-14 
5176.1 7.0510576e-14 
5177.6 7.0182889e-14 
5179.1 6.9966436e-14 
5180.6 7.0126414e-14 
5182.1 6.9964434e-14 
5183.6 6.9644802e-14 
5185.1 6.8828703e-14 
5186.5 7.013841e-14 
5188.0 6.9622811e-14 
5189.5 6.8926922e-14 
5191.0 6.8421977e-14 
5192.5 6.6854621e-14 
5194.0 6.8463697e-14 
5195.5 6.7753761e-14 
5197.0 6.7565216e-14 
5198.5 6.6788536e-14 
5200.0 6.6247193e-14 
5201.5 6.5385185e-14 
5203.0 6.5730562e-14 
5204.5 6.5746002e-14 
5205.9 6.5916981e-14 
5207.4 6.3489793e-14 
5208.9 6.2732406e-14 
5210.4 6.1828431e-14 
5211.9 6.181948e-14 
5213.4 6.2097368e-14 
5214.9 6.0812027e-14 
5216.4 5.9684264e-14 
5217.9 5.9193093e-14 
5219.4 5.8344549e-14 
5220.9 5.7728642e-14 
5222.4 5.7695824e-14 
5223.9 5.7784745e-14 
5225.3 5.5938828e-14 
5226.8 5.6673975e-14 
5228.3 5.6249809e-14 
5229.8 5.6565873e-14 
5231.3 5.562039e-14 
5232.8 5.3860734e-14 
5234.3 5.3627586e-14 
5235.8 5.2528328e-14 
5237.3 5.28068e-14 
5238.8 5.277842e-14 
5240.3 5.1884215e-14 
5241.8 5.214736e-14 
5243.3 5.0854125e-14 
5244.7 5.0260023e-14 
5246.2 5.0783975e-14 
5247.7 4.9963165e-14 
5249.2 5.0836646e-14 
5250.7 4.9897913e-14 
5252.2 5.0073529e-14 
5253.7 4.9539135e-14 
5255.2 4.9366502e-14 
5256.7 5.0239909e-14 
5258.2 4.9577236e-14 
5259.7 4.8873963e-14 
5261.2 4.8927704e-14 
5262.7 4.9425389e-14 
5264.1 4.9319785e-14 
5265.6 4.8224816e-14 
5267.1 4.910685e-14 
5268.6 4.8188629e-14 
5270.1 4.8422983e-14 
5271.6 4.8606791e-14 
5273.1 4.819155e-14 
5274.6 4.7925335e-14 
5276.1 4.8376378e-14 
5277.6 4.81803e-14 
5279.1 4.7798399e-14 
5280.6 4.790675e-14 
5282.1 4.812743e-14 
5283.5 4.8002694e-14 
5285.0 4.7846881e-14 
5286.5 4.8269382e-14 
5288.0 4.7302306e-14 
5289.5 4.729691e-14 
5291.0 4.871273e-14 
5292.5 4.7190163e-14 
5294.0 4.7828769e-14 
5295.5 4.8053302e-14 
5297.0 4.8775968e-14 
5298.5 4.8942298e-14 
5300.0 4.8090633e-14 
5301.5 4.8741372e-14 
5302.9 4.9523223e-14 
5304.4 4.9768877e-14 
5305.9 4.980586e-14 
5307.4 4.9976553e-14 
5308.9 5.0566192e-14 
5310.4 5.0236403e-14 
5311.9 5.103884e-14 
5313.4 5.1152102e-14 
5314.9 5.1814426e-14 
5316.4 5.1890592e-14 
5317.9 5.1491325e-14 
5319.4 5.2145719e-14 
5320.9 5.2003829e-14 
5322.4 5.2386002e-14 
5323.8 5.3390087e-14 
5325.3 5.2737011e-14 
5326.8 5.3587793e-14 
5328.3 5.3722846e-14 
5329.8 5.2861e-14 
5331.3 5.344972e-14 
5332.8 5.3017174e-14 
5334.3 5.3704771e-14 
5335.8 5.3245275e-14 
5337.3 5.3497953e-14 
5338.8 5.3082401e-14 
