,temp,velo
0,20269.5062868,6400.0
1,19630.6488614,6455.3
2,18248.3257329,6923.04
3,16274.8090529,7419.94
4,14641.4855378,7953.16
5,13330.2092473,8532.6
6,12369.0152404,9161.01
7,11935.0098557,9300.78
8,11718.6386677,9442.76
9,11544.2770814,9587.48
10,11382.2901511,9734.4
11,11266.937308,9890.13
12,11109.5884268,10073.4
13,10962.0630001,10266.5
14,10840.2680165,10469.0
15,10672.0489928,10683.6
16,10565.6605755,10912.0
17,10449.8254288,11159.1
18,10378.7320553,11423.8
19,10243.4645764,11714.9
20,10114.7512307,12035.1
21,9949.35674612,12388.4
22,9769.51287692,12785.7
23,9632.32579826,13239.1
24,9469.62261248,13775.1
25,9343.29206739,14407.9
26,9322.91541925,15181.0
27,9289.14825085,15433.6
28,9159.23391326,15703.8
29,9047.5872037,15977.8
30,8928.04481631,16254.1
31,8766.26512215,16517.1
32,8463.90176952,16778.5
33,8233.41874213,17047.0
34,8197.75273816,17325.5
35,8168.71681409,17611.1
36,8141.04726756,17917.6
37,8074.53082157,18263.7
38,8039.39720149,18647.2
39,7961.46279401,19101.8
40,7870.94848312,19632.2
41,7831.88028407,19932.7
42,7807.09381952,20290.4
43,7749.44405352,20687.1
44,7685.32164763,21576.7
45,7604.44849275,22504.5
46,7517.13535716,23472.2
47,7417.45100302,24627.9
