,temp,velo
0,22122.8302927,6200.0
1,20062.104609,6455.3
2,18068.698312,6923.04
3,16184.1373081,7419.94
4,14656.6918645,7953.16
5,13409.1149773,8532.6
6,12470.4460114,9161.01
7,11981.8844647,9300.78
8,11812.4397284,9442.76
9,11655.0270375,9587.48
10,11471.604346,9734.4
11,11339.3838715,9890.13
12,11197.6183687,10073.4
13,11065.2077818,10266.5
14,10922.1036727,10469.0
15,10791.107603,10683.6
16,10667.8244041,10912.0
17,10582.7062079,11159.1
18,10453.5794012,11423.8
19,10290.7383294,11714.9
20,10147.6328689,12035.1
21,9959.00233398,12388.4
22,9832.10689206,12785.7
23,9717.10348467,13239.1
24,9615.59759161,13775.1
25,9514.04635723,14407.9
26,9427.49423301,15181.0
27,9349.01652287,15433.6
28,9296.02145644,15703.8
29,9235.37837839,15977.8
30,9139.06977829,16254.1
31,8986.38188642,16517.1
32,8869.60026851,16778.5
33,8777.05443233,17047.0
34,8708.65350808,17325.5
35,8630.87545384,17611.1
36,8605.95039799,17917.6
37,8536.66280498,18263.7
38,8491.37562571,18647.2
39,8398.9165903,19101.8
40,8326.65130281,19632.2
41,8235.91868691,19932.7
42,8160.77185051,20290.4
43,8086.54499843,20687.1
44,8010.18727745,21576.7
45,7870.68526556,22504.5
46,7680.20552939,23472.2
47,7509.75257192,24627.9
