,temp,velo
0,20122.1062043,7600.0
1,18793.5823297,7953.16
2,16451.3789239,8532.6
3,14319.7153933,9161.01
4,13302.2043287,9300.78
5,12838.9797518,9442.76
6,12519.9789981,9587.48
7,12230.0916584,9734.4
8,11956.3518682,9890.13
9,11692.3315914,10073.4
10,11430.3570703,10266.5
11,11211.5529265,10469.0
12,10993.4966606,10683.6
13,10872.2979451,10912.0
14,10707.1088174,11159.1
15,10588.9556753,11423.8
16,10428.6500812,11714.9
17,10283.4986354,12035.1
18,10150.2711454,12388.4
19,10017.2938162,12785.7
20,9840.39761597,13239.1
21,9758.79172544,13775.1
22,9692.77544161,14407.9
23,9609.08220939,15181.0
24,9519.95545088,15433.6
25,9490.70460204,15703.8
26,9468.48576915,15977.8
27,9384.55713386,16254.1
28,9345.04965739,16517.1
29,9190.08541592,16778.5
30,9071.78207405,17047.0
31,9005.74800332,17325.5
32,8911.49499016,17611.1
33,8857.09605153,17917.6
34,8807.17959271,18263.7
35,8734.04053125,18647.2
36,8622.473741,19101.8
37,8527.28196239,19632.2
38,8438.17530992,19932.7
39,8349.40421062,20290.4
40,8291.26838661,20687.1
41,8189.41164274,21576.7
42,8062.56556716,22504.5
43,7862.81903496,23472.2
44,7635.21514819,24627.9
