,NameList,8_4,12_2,12_3,12_4,14_1,14_2,14_3,16_2,18_2,20_1,20_2,20_3,20_4,21_4,22_1,22_2,22_3,22_4,23_1,23_2,25_1,25_2,26_1,26_2,26_3,26_4,27_1,27_2,27_3,27_4,28_1,28_2,28_3,28_4
0,SN2011fe_0.4d,0.014827169536915978,0.0157485146004113,0.002011421874567753,0.0004580026271332701,0.008294372119852303,0.041591394820382606,0.003507960756322353,0.0057787347237959145,0.0011566241865575322,0.0009350499877270061,0.012416468849090164,0.0006519628340615473,2.6061126664660816e-05,6.296932513902226e-09,2.4972719089258862e-05,2.8528275792072307e-05,4.476160121310871e-06,3.321348307496877e-07,1.9180385850457785e-05,0.00012054636454641677,0.005919321372574695,8.571878154297593e-05,0.010745034194366858,0.003078285816759706,0.0005572269893044269,1.1857587431250893e-05,0.02621566199781728,0.01265455994150996,0.0018018076864544886,2.479881398639908e-06,0.016451853508348258,0.0006659054244953071,0.0001836295668051452,3.7345139249989645e-06
1,SN2011fe_-2.6d,0.02119099786107927,0.010538225063641266,0.0020514660349065196,0.0004394738823007413,0.0024671170125435816,0.04407540397136271,0.004551874673718577,0.005243531595719451,0.007558887723835756,0.0011794765012913576,0.007138947872225017,0.0006522023936027514,3.524999827212792e-05,6.367530698133386e-09,2.5456924207827475e-05,2.8260242544828084e-05,2.2343605232719253e-06,2.630552700829997e-07,0.00014479955040048214,8.034676980967073e-05,0.00707219814725159,8.571878154297593e-05,0.011972848205232528,0.0024178408203976627,0.000463844774713188,1.5044024213162874e-05,0.021804443008246976,0.012496035769474785,0.0009418640394492651,8.566348987089755e-06,0.009491851152649944,0.0006220587045572602,0.0002594823082544477,3.925169830346958e-06
2,SN2011fe_3.7d,0.005423985549710589,0.010877938084040558,0.00030773675788677945,0.0004680863497459527,0.008646171535910335,0.02094008760988957,0.002144375602745173,0.003981554172996913,0.0021981979515297767,0.0018056527590580675,0.013026810694291291,0.0006443104120566299,8.557093559679155e-06,6.367530698133386e-09,2.6941681922730603e-05,2.9942632688434984e-05,4.904044131491869e-06,6.476314077923443e-07,2.241433005391188e-05,0.0001602541239154477,0.007594821761173197,8.572791401754186e-05,0.010385705258638751,0.004423089132331713,0.0002555928067683862,1.0298133968804388e-05,0.02171746724697545,0.011364821471812343,0.0015444433460674032,1.6136235755535983e-06,0.048282241742155896,0.0005251362705266046,8.683927473702627e-05,3.687058389287153e-06
3,SN2013dy_-3.1d,0.03997320174705199,0.017051388230083148,0.003705457074783559,0.0004573724613212178,0.0010523309970242164,0.017641122475896633,0.0034487990419177113,0.006071343918711122,0.0012238568355620045,0.0006050486576164036,0.0011075284964782767,0.000651283094191452,3.752566389440116e-05,6.304977775964415e-09,2.30522402373875e-05,2.577084437730234e-05,2.613173444627745e-07,3.0597246129289967e-07,0.00011238882551459762,9.59422775028367e-06,0.0026038012901047265,8.787411552733632e-05,0.011919586544793902,0.0030492113497016487,0.00021532563010273655,0.00016407325137913903,0.030165687162706237,0.012710377415458373,0.0020876299425800957,3.579135826545675e-05,0.018715300206732646,0.010762003237217925,0.0009209083158062665,4.441143009974129e-05
4,SN2013dy_-1.1d,0.040000798763043854,0.022776777662868033,0.003701495797360016,0.0004580026271332701,0.0006848900926536987,0.024584566214763483,0.003222012826060669,0.0055983536288136725,0.0013738225055164408,0.0005082207311242653,0.0013402983685855386,0.000651522653732656,3.728970581355593e-05,6.329057621212554e-09,2.221228178052258e-05,2.538376208336347e-05,3.3132371943909777e-07,2.9693423113884315e-07,0.00013426816323882434,2.5390172684623893e-05,0.002128299744683734,8.649077677826457e-05,0.010709623253361288,0.002295537795911412,0.00023215388812966088,0.0001147316216329912,0.032457419072987916,0.012359640700443927,0.0021098948475169986,2.6189724172199372e-05,0.021024396488504665,0.011000808231601773,0.0006825425396129218,1.503136631377933e-05
5,SN2013dy_0.9d,0.03996361017077032,0.033248383156840464,0.0037088008075219408,0.0004589502075137964,0.00043161907148322646,0.029817124825327293,0.0029676076142404403,0.0055290013374125,0.0013645082898882757,0.0004205496836332609,0.005482440012115749,0.0006506033543213567,3.4793883289839204e-05,5.052846279389772e-09,2.1310266448117443e-05,2.4085242990387974e-05,7.523664251914078e-07,3.064812940564795e-07,1.4530491499496748e-05,0.00012125981993959961,0.0049242728301443495,8.57946617802967e-05,0.010569016084907654,0.002583593722003686,0.00026155155937295334,7.170004241691415e-05,0.032457419072987916,0.01135927819175173,0.0021160787826640225,9.385617313480905e-06,0.023377292507692216,0.010618874146140022,0.00027254263725855394,7.658524321447906e-06
6,SN2013dy_3.9d,0.02633637055923297,0.026940311088094956,0.0029770234786861815,0.00046135111955151266,0.0003714870342504581,0.025231325382211164,0.002732972464478426,0.0042931338148297854,0.0016174106785103312,0.0004048569001521849,0.01300673052820869,0.0006506033543213567,1.40087097622257e-05,6.23137944527488e-09,2.320871708915554e-05,2.4597531761623418e-05,2.8148368179478974e-06,3.700695296237366e-07,1.3119562211227503e-05,0.00016025568244927105,0.005852162808765296,8.572791401754186e-05,0.01038591096295151,0.0040881218593795746,0.000266365468759236,1.762058737482278e-05,0.03145673952487217,0.013074447738354806,0.002105033793047099,1.7870378274622993e-06,0.025281575509173992,0.001570113692589706,8.946542542184522e-05,3.885149517694174e-06
7,SN2011iv_0.6d,0.00977735126302772,0.01824796116283102,0.0032740689016276707,0.0004992556149485092,0.008040030915597157,0.06476872116623857,0.0040974104945950525,0.004332485515336714,0.006085693135497179,0.0003769088776174613,0.012264213963653434,0.000651522653732656,2.367648107386189e-06,6.4838040611506676e-09,2.8679287486926044e-05,2.9518582450675477e-05,5.8543014606410665e-06,7.705904629984629e-07,5.439391893099145e-05,0.000169626392102867,0.007626684594789933,9.83108156385358e-05,0.010717584160327502,0.010778532581664186,0.0002398714883940517,9.340886575713651e-06,0.03676375054325734,0.013029184937752302,0.0003429532962721162,1.5256464388419551e-06,0.008267852188409523,0.0005251362705266046,8.555661306363751e-05,3.7975231990984024e-06
8,SN2015F_-2.3d,0.0026512865197696645,0.008917862768902874,0.001185442955086366,0.0004767891263453443,0.006065662702296155,0.07109975356919877,0.0036624539650154894,0.004734174072567128,0.00614853833944153,0.0004389532462607213,0.009317677450484757,0.0006429912325903016,3.132936786596271e-05,6.491656356950735e-09,2.933110221991869e-05,3.021760057464222e-05,4.312264886449052e-06,2.6046478984853193e-07,3.870741194990623e-05,0.00013652156581272183,0.007532432686668867,8.571878154297593e-05,0.010467510999984416,0.00546921049123646,0.0006867583715132044,1.7856062599490573e-05,0.026060577732477098,0.008028520829306435,0.0004177136071144324,3.874930182181289e-06,0.010772219981412751,0.0009546877579426832,0.00010238405924835218,3.7903920665603995e-06
9,ASASSN-14lp_-4.4d,0.04039135827117093,0.006496596818349396,0.0035458939616760544,0.0004580026271332701,0.0004979260986509617,0.009018096175226946,0.004603852591475695,0.005104805412556374,0.0031345655773053465,0.0006051465570795435,0.0005282614165435984,0.0006068909186167405,3.764352617123451e-05,4.345062409274054e-09,2.5209141605241874e-05,2.780989335660653e-05,4.382749217323929e-07,3.468204491437198e-07,0.00027531430159528144,1.3000710294084454e-05,0.0006564889563551862,0.0003471696968219114,0.010386031983618094,0.01176740544622308,0.00022020381724508257,0.00023201597028301327,0.05577691390407018,0.010407372718083832,8.102635969316426e-05,3.591939050580009e-05,0.032133183502727,0.012685168852821975,0.0021524804101989035,9.530686240926943e-05
10,SN2011by_-0.4d,0.021212515470327143,0.011016935088886124,0.0009421174318292537,0.00046375203158922885,0.004871216331933512,0.05088369609188167,0.0037121702311053886,0.006061778467026441,0.0007688997051668159,0.00047354196184037597,0.012136707264674371,0.0006506033543213567,2.5967122629223508e-05,6.304977775964415e-09,2.2737907248252787e-05,2.9647649941046165e-05,3.759348797361284e-06,2.616378329424648e-07,3.642080399987913e-05,0.00010609341973477741,0.005912408861797596,8.573704649210778e-05,0.010473997881874926,0.0026740153799619743,0.0006803204877997838,1.277436322653422e-05,0.02992606678270913,0.01219442661986342,0.0020958763864384294,4.650479004818378e-06,0.009750500748065122,0.003904033630168893,0.00021691181111264108,3.981661074740246e-06
