,NameList,12_2,12_3,12_4,14_1,14_2,14_3,16_2,18_2,20_1,20_2,20_3,20_4,21_4,22_2,22_3,22_4,23_1,23_2,25_1,25_2,26_1,26_2,26_3,26_4,27_1,27_2,27_3,28_1,28_2,28_3,28_4
0,PTF09dlc,0.7994095353192596,0.12712391259822442,0.03557647229724448,0.5479585910511576,0.4138112109980019,0.5095100098141303,2.49581819341005,0.5597639516952487,0.029140285922957698,0.19902925887627942,0.38136028380926157,2.816756704462043,0.48534170442764224,1.6875471182183763,0.4191318984031318,0.7067548873430761,1.496714394560533,0.43920040814880035,2.2776663493256555,0.02206054026980575,0.34678136843499763,1.5136322194796603,0.039397009317095444,1.1175995230290192,0.46092083641074644,0.637012110227579,1.3387572571877386,0.5758764922945236,2.1724912948199337,0.1369023013966948,1.4423950414457212
1,PTF09dnl,2.394768429006171,0.2527524811403532,0.053184106273299614,0.40859242523857464,0.2854061464554616,0.8322159091766024,0.8728102146218696,0.5216012805060374,0.19949020089906555,0.31923632722869777,2.675056689089886,2.134641096146724,0.4744880621953089,2.265956861468156,0.462989833582091,1.092537840366228,1.8825191089018776,1.0633635312989673,2.4686377416514995,0.028674862423690772,0.3585201335021274,0.4806442316646242,0.37468811040799577,0.6100998784659104,0.35750526076511857,0.8639797822206505,1.861684926129566,0.6674657616424291,0.3008951129922577,1.3558012014570555,0.08618146324280573
2,PTF09fox,1.5318846261522974,0.6690488562342964,0.1020985487689976,0.4383534591807685,0.4150849368336935,0.34281945633377453,1.426718066967307,0.4891492117180467,0.057379047463510524,0.062231671916135545,-inf,1.7662989196589125,0.4813791503077818,0.39334573989872723,1.1027824900564887,0.4281384121956111,0.99616190335407,0.5655833117674274,0.7826650214294202,0.0511537773486217,0.34379623620099853,2.0935864381664855,0.030594281039638238,1.9187458748619064,0.46602052676708505,1.116025969265452,1.261159105035471,0.544835965697005,0.07722277002348354,0.03546737573906045,0.24572933597051638
3,PTF09foz,1.9668934499959525,0.9278794742461477,0.0355854295620488,2.2879100235247347,0.3747251221006831,0.030782726087908552,0.641487130827717,0.11828436199334447,0.519233843245754,0.24894277650782692,2.3645148966373863,0.06624592543525099,0.48573212446523306,0.6306429216579844,0.5931877475709403,0.6091178914725752,0.12946060531017634,0.27998311968134915,1.3792529723536902,0.02903739662477034,0.6250917991901352,1.4662231547975517,0.24871369104722274,0.5772152016226593,0.3987226119534728,0.37491418528623943,2.036632611756511,0.5824970183713504,0.025601040868020508,0.028227671203790994,0.2638617616235839
4,PTF10bjs,0.459081859477384,2.4293907276457727,0.043026576564496155,0.024856388096146098,0.02029516545197363,0.467427905827295,0.06704635394342695,0.5434678363657486,0.029131087620745122,0.04178936001892675,-inf,0.2634086913288616,0.4943444213239816,2.161406185313494,0.5818892039042752,0.5740312341382368,1.5721834511387407,1.0929668745073409,2.53347174128814,0.1588179033456123,0.35167482384982174,0.6164872197211678,0.036071723164786684,1.5204965455426867,0.4220766779920442,0.21993202498322284,2.495698605597141,0.980092549720489,2.535246273375155,1.4337752843850753,1.979996765252832
5,PTF10hdv,2.2745138733934582,0.20543833316204596,0.053231671978722694,0.033218311406648215,0.34533782301625937,0.4447304134559691,1.6966198243767305,0.4587813112094252,0.030713410996313417,0.3201037640418347,2.514779094232228,2.816756704462043,0.49566895721239534,2.372683733902262,0.574970525582506,1.0933708368604174,1.5413154624393433,0.4545864804583497,2.485371852424339,0.06048262278280703,0.3399289381468874,2.5379302976278777,0.056412413827510166,0.5976613716053322,0.46713299150955434,0.8895424912313404,1.6267456707658532,0.46555522259508775,0.5154526439193133,0.28692066396823734,0.1479221526286687
6,PTF10hmv,1.5996260720548443,1.9655116673820485,0.013565982790727737,0.460704681979514,0.3444877609818735,0.2467093422231459,0.9150382191551769,0.6663752271956175,0.06453205065275402,0.32777420105696886,2.3647313771363745,0.7080314305329681,0.4864342171435383,0.39215141907765405,0.6048414358660262,1.8773590784573548,0.2170662342698504,0.29127766878319883,1.6391946744814876,0.23112421592216292,0.34466868705880305,1.2388565512406933,0.0342259107813232,0.3823451256867523,0.695877189233832,2.3772939474721455,1.3495215684031103,0.40935150249913455,0.07860127758521163,0.23378779320952248,0.5346429746245885
7,PTF10icb,1.1087659869849187,0.5621226385885287,0.05664429695589712,2.06832136545816,0.46441530561737454,0.17118930560142198,1.5053069669524546,0.5198675567572493,0.04993590292946237,0.34719928205239015,-inf,0.9393168818294332,0.4699548386946095,1.5298897664490883,0.5484037320051355,0.6261850842211804,0.42964137901057997,0.6941144501814711,2.257687351903355,0.02214765713069866,0.36027201631745753,0.4763386563255605,0.023582995294180176,2.320221212431232,0.3954097822393067,0.545120072881824,2.9218182822712095,0.5827850006502727,0.3082874349369782,0.08371118044357351,0.6899351564919883
8,PTF10mwb,2.395020800134758,0.9337632623493569,0.04015785729488619,2.2098184975919057,0.4514701368152083,0.026563731429952275,0.27935110695794285,0.24321982433871736,0.2444968461897592,0.09173834821507287,2.6085231185157607,1.2932805956130786,0.48574802842893927,1.3343153899935727,0.5954757816091583,0.5261118134394627,0.07556063496963716,0.9582597881301634,1.771220609011226,0.02203631583339627,0.536535916695199,0.3394200349765977,0.25669325893822914,0.4816778418193657,0.37452780014938125,1.767369288222938,1.4381522031069143,0.44200744490159394,0.026890615028630105,0.029861497703168816,0.5760442956528454
9,PTF10pdf,2.445730684408314,1.2434978947486819,0.22393767237470907,0.37586504972358425,0.04726534154272999,0.9420214037167179,0.5517107844288349,0.5741288726524242,0.029140285922957698,0.08836165178704158,-inf,2.0394253253613233,0.5088933253397556,2.235195347105661,0.6032555268274481,0.4298101020459262,0.8024801452873616,0.5103123524969643,1.7481169988884342,0.06686217934995486,0.413226359863039,0.92610565722443,0.30848191045633033,0.7440723048720883,0.39410984496600754,0.6102626489286945,2.27658615053071,0.581382625990426,1.7207933189966422,0.38191574036956255,0.23559453550178522
10,PTF10qjq,2.3014762609532307,0.02780203279918303,0.052141794132339436,0.43980845635030863,0.43702312384357844,0.43897879364121906,1.3890392494170352,0.5064421788126,0.02192030264928624,0.25753815146152537,-inf,0.018820341215185943,0.48283244133279224,2.147574096446895,0.48628599315738064,0.5801902292163038,1.4279458545217987,2.2911932488652407,2.4230714886395712,0.022251747725965165,0.3396137472214973,1.1857568156845044,0.11042062126156882,1.187740936839797,0.4115861589256574,1.9687077665957728,2.903484769674781,0.438142389605262,0.23909475180244466,0.03512452516667053,0.5429966228411448
11,PTF10tce,-inf,2.1408013022832506,0.06279018283536364,0.269232933961153,0.034339910898463,0.8551361811816786,0.7456665185795721,0.5763698795350201,0.02933443292699356,0.20057224391028527,-inf,2.164342590759364,0.48129677881030775,1.884886192704114,0.46299761128534533,0.7237017531485206,1.5084110428773512,1.9434323752815839,2.188954397370992,0.06206248792176772,0.41191601351386387,1.4860981294708868,1.0096663584879024,0.7184289327730875,0.4679106255152957,0.5988979171529241,2.0449467409932955,0.5870468244083467,0.5137575395371994,0.2831419760053946,0.1749494452933722
12,PTF10ufj,0.667716151955181,0.20543833316204596,0.035630937519641526,2.28523223811984,0.059576610555653664,0.026758728847851687,0.5624019225769114,0.05796931024034202,1.947878333074035,0.34496534606706564,1.132285266880997,1.6888496254486614,0.4871467390752131,0.39118793801690943,0.6015926012298214,0.5891816007294584,0.25427393837417545,0.14820682571843657,1.602496343435725,0.022196093020643293,0.4998736161332763,0.5667328301348311,0.331628555465761,0.2953777538623916,0.35032152189726273,1.9717691557987373,2.038993180779685,0.46748677309790876,0.026834045770667725,0.03123471101749753,0.2732430075643848
13,PTF10xyt,2.0217060473981174,1.2706850512767087,0.07188166159989295,0.530238771884112,0.09604954913022712,0.35315019218385735,0.9020041569674816,0.7031730970403762,0.19950831986693363,0.2036797306474003,-inf,1.269683422827161,0.48415426443696097,1.5474545201447294,0.5597142885662743,0.47033415647203736,0.9964889612485344,1.7515741398199638,1.7550268853454134,0.05764766323630144,0.34610811825558185,1.5006420609121454,0.46148202407604577,0.2521265658800034,0.4634252539658119,1.517531952275756,1.6762113757612649,0.5121817559944676,1.1213427188416085,0.03188835142867408,2.109358868657621
14,SN2009le,0.3844344798235797,2.3132895622322853,0.15905174987782766,0.033218311406648215,0.05611507692453288,1.1317451022767413,0.9185142326653987,0.4028495339831053,0.024409571942270558,0.2811891623298235,-inf,2.15815496193727,0.5626157697874747,2.0975619339294727,0.5198765718684313,0.6593736558786245,1.328524833735894,0.2820786735663201,2.5241430327605654,0.03654843321478074,0.4133431553419993,0.5973450319459244,0.4240686266708229,2.3960495283844563,0.3562107738705672,0.466161650957738,0.7935602693124931,0.5600296778950594,2.0579883579125147,0.6637967245522913,2.2720655571400754
