,6_1,6_2,6_3,6_4,7_1,7_2,7_3,7_4,8_1,8_2,8_3,8_4,9_1,9_2,9_3,9_4,10_1,10_2,10_3,10_4,11_1,11_2,11_3,11_4,12_1,12_2,12_3,12_4,13_1,13_2,13_3,13_4,14_1,14_2,14_3,14_4,15_1,15_2,15_3,15_4,16_1,16_2,16_3,16_4,17_1,17_2,17_3,17_4,18_1,18_2,18_3,18_4,19_1,19_2,19_3,19_4,20_1,20_2,20_3,20_4,21_1,21_2,21_3,21_4,22_1,22_2,22_3,22_4,23_1,23_2,23_3,23_4,24_1,24_2,24_3,24_4,25_1,25_2,25_3,25_4,26_1,26_2,26_3,26_4,27_1,27_2,27_3,27_4,28_1,28_2,28_3,28_4
0,0.11589486424052782,0.11491661875017938,0.11608763635952905,0.1130279873591873,0.11560220889114556,0.11621266052547317,0.1146399607980473,0.11298400096226198,0.11582223582344874,0.11508820185098982,0.11476910636342404,0.10225909637674029,0.11372081173007223,0.11373145614042655,0.11532748754359923,0.11452909777752988,0.11350395364517075,0.11640009885025868,0.115460062227313,0.11327348306374034,0.11466068772233644,0.11445250450216303,0.11246510435628605,0.11607647226754532,0.1148020020911201,0.07333955077129678,0.09895739961086641,0.06020043135375199,0.11481308416665538,0.11527369635698156,0.1147561728384696,0.1134189476471328,0.09011459501225033,0.06524217688588603,0.059387948270051595,0.11401673094718823,0.11483826159369169,0.11518050692931928,0.11382743421452297,0.11526959022392518,0.11661248795466311,0.07500806915257846,0.11449501906697082,0.1146775578227252,0.11507005098988712,0.11457124992598638,0.1144287964795814,0.11647261765002895,0.1146377939529869,0.09928494094717318,0.11433452540218342,0.11525909877183022,0.11500899124023059,0.11571005973521731,0.11493682398948445,0.11364428297958143,0.09593875134251639,0.07752110213942234,0.07886652388051588,0.060018542789754936,0.11497507773183781,0.11513827580528968,0.1157809177462262,0.06773276290087485,0.10465896440089377,0.07387057805591048,0.0676074778226894,0.052193488150703286,0.09257686825958593,0.05242149396605151,0.11450467586125963,0.11504345064339286,0.1137700544578436,0.11546204575089108,0.11449383375719394,0.1123978344551873,0.07572470974463384,0.0644620310686148,0.10895907548244714,0.11532027572064046,0.047323800653447844,0.031131772368762727,0.013663591610195345,0.04656679276728131,0.03720958711524466,0.05074527663421048,0.05684210757015702,0.10557138316595822,0.04621783096332138,0.06577671204838079,0.058387349696691626,0.08765500229413418
