,NameList,8_4,12_2,12_3,12_4,14_1,14_2,14_3,16_2,18_2,20_1,20_2,20_3,20_4,21_4,22_1,22_2,22_3,22_4,23_1,23_2,25_1,25_2,26_1,26_2,26_3,26_4,27_1,27_2,27_3,27_4,28_1,28_2,28_3,28_4
0,SN2011fe_0.4d,0.6713804837695829,1.0595284182635254,0.5475355117386028,0.02490052776130325,2.0775416011003243,1.3146021103864773,0.3423660597792286,0.8719490494083805,0.2194808841123368,0.22113730126549602,2.168752220488136,2.167558978860754,1.4165965004555483,0.5011566165594199,0.5600172753229258,2.146771716593183,1.281685882647706,0.5541418833740338,0.1488935678733816,1.545233428278786,1.596109104275084,0.019528497288747504,0.3436872857397725,0.8729065136241203,0.4036480075943121,0.09416450737275772,0.6838151339762528,2.1672936100177007,1.560249123901886,0.1102979857084323,0.4761546058822388,0.058351711640144854,0.20496523939632216,0.01503425518824475
1,SN2011fe_-2.6d,0.5430269419459501,0.8656592260068899,0.5755247274205741,0.024631699328158563,0.46636181339758886,1.3835004801620172,0.4353062033968964,0.8672217019587655,0.8322292517894766,0.302207204819988,1.1785438332731426,2.3855749940038327,2.027177277986636,0.5035772756393491,0.5761563254235873,2.0693463510586456,0.5533613763666374,0.7647236427634635,0.6152500819665484,1.0749406651414413,2.084102728026246,0.019528497288747504,0.35958197089698196,0.7618274075341773,0.31049215093489435,0.16508232502539544,0.5951013344924979,2.0895361782930366,0.7129891385849999,0.45317473172178446,0.3638875922625502,0.04182986359116536,0.2648379244022705,0.023433800691214923
2,SN2011fe_3.7d,0.2882726803904949,0.8809572876595768,0.12038506133743243,0.01859361635631518,2.322311551484229,0.8522102755587716,0.11642566467062143,0.8304053787540707,0.41461626551254027,0.36047944180495306,2.5904929316622782,2.641469141723528,0.6510143482689622,0.5105790987387782,0.6281972809223154,2.486676744143293,1.3738009028874834,1.6518930759701382,0.16886501666235398,2.222350962787597,2.6058826819819885,0.019673644583013017,0.3408730794038938,1.115352682114011,0.049775590811688586,0.05692171003247548,0.5923358568697611,1.6512538187287262,1.3060396366013298,0.03934999968371078,1.081367446976454,0.019593110970949068,0.022712806187806134,0.014163826179110384
3,SN2013dy_-3.1d,2.628515976929214,1.1484220766754694,2.2392883007055806,0.024602848285399936,0.22534220391496396,0.8172721913180778,0.34222868122314454,0.6948584606290663,0.2299638986561423,0.10407772478233057,0.26052639713550474,2.7159405619879253,2.5484924090803687,0.5042437268250233,0.5285735576034576,1.8127575054864606,0.033375568378673615,0.5421431154452666,0.5583874968355842,0.13730145051104503,0.6463072860910267,0.022314515260112078,0.35928458456647594,0.8745007354726004,0.020284994883760454,1.2773966402383539,0.7876051071158802,2.1855705164339465,2.4067877278377257,1.9495036610405352,0.5381688576927087,1.541874355917548,0.6352171881203984,0.4809768893097983
4,SN2013dy_-1.1d,2.651353565778584,1.368864664114242,2.216380118844109,0.02490052776130325,0.13356658925789433,0.910832247878828,0.3152390950200019,0.9002247220654634,0.21298058835118328,0.07504023310622299,0.34190884451231507,2.003765505661182,2.4585960538611897,0.5042437268250233,0.5440473571317761,1.6743868704952716,0.1032320655242065,0.5369598529478915,0.7133735041764823,0.5082232485257793,0.548336786720118,0.021872265732600704,0.3436650270405893,0.7304063811088067,0.029156137137597238,0.9798040133402157,0.8203196235386623,2.0176013464659626,2.6648055806791486,1.007522515578844,0.5842057699993359,1.5895596297356662,0.5340325140695527,0.5174689896975765
5,SN2013dy_0.9d,2.5952466001609458,1.8352716816405505,2.2093309867511497,0.02028313254337144,0.058936722769055816,1.0913290363731358,0.2847360916557493,0.8743692863334948,0.21307648932848844,0.03566809996698028,1.004080747072026,1.8672048035216027,1.9844605082199391,0.6408063836417951,0.5387925461071601,1.4978629710466476,0.3945464044629865,0.5466474178253028,0.07982663426261882,1.5082474057721351,1.2409333453513625,0.020057853718226992,0.3406341806894839,0.7974311734164585,0.05415408365288732,0.75089026214451,0.8203196235386623,1.64719255440168,2.6028602898155917,0.5284107040803698,0.6418034637480042,1.5311037094018674,0.29035387762356857,0.268493368428079
6,SN2013dy_3.9d,1.151739062713961,1.4785214527225257,1.4232414846463344,0.019780651369131652,0.03308188966939074,0.9070085706361872,0.2444757053347948,0.8517505465348075,0.24917447608521015,0.029030328926199722,2.555940492827683,1.8672048035216027,0.8924982115776466,0.5000852782890448,0.5400223660029175,1.6173025103396501,0.5424755698463131,0.6312662628113868,0.05616518833681061,2.2240237671253698,1.5793281615744093,0.019673644583013017,0.34094418687580375,1.0499399280908739,0.06096671123309516,0.21919753997024194,0.7992408749483249,2.504724046036226,2.7669008894252203,0.04769119570818203,0.6751968883037132,0.21637741553362622,0.028035084247432174,0.023358136798839357
7,SN2011iv_0.6d,0.5244232850152085,1.1048503696972285,1.540575961115528,0.03085949506400376,1.8194527498291941,1.9793270907548455,0.3628756959406123,0.8557168395371231,0.5508317797086197,0.018701650258811542,2.1324948642216173,2.003765505661182,0.17244799123788201,0.542334252284558,0.644659233644395,2.2793187570048095,2.0514032411174745,2.4146327396318608,0.42282234712175804,2.7290607895005303,2.6707724375189392,0.0335968087047227,0.3436650270405893,2.0784817875152726,0.035314978880304215,0.030640364386275154,0.9476090781750366,2.4594514226451434,0.3234412921633083,0.03239166043121244,0.345569844096445,0.0190457215734261,0.019722971423471902,0.021021845915928594
8,SN2015F_-2.3d,0.1102307680495287,0.7782693918675267,0.45437623632304325,0.02364346001328199,0.9932664694450917,2.617780535462388,0.35744048806809525,0.8961352801102722,0.5127267601541321,0.043796949013968245,1.4595409160314463,2.6322627118389983,1.6993776063195458,0.5396464497434152,0.6867720482408651,2.6349247444468715,1.237668711659338,0.7219803538840669,0.32429907608917885,1.7548217562543498,2.4809888732105847,0.019528497288747504,0.34020745784197826,1.2353457871746967,0.4996109797240442,0.22132470671946858,0.6838151339762528,1.2097123801409078,0.3369076830867257,0.24058453545315017,0.38419906698871653,0.14390068346177953,0.05464390989622525,0.020629914564049834
9,ASASSN-14lp_-4.4d,2.752841602559289,0.6186696640869479,1.8722712511738575,0.025137737927644066,0.08707983634716032,0.49147026392060766,0.44225905626780726,0.8644994506275248,0.39818723007699797,0.10401788127268374,0.03015979185068307,2.0167873273593577,2.840907943765584,0.7455891928883209,0.5738174789264006,2.022271618766818,0.17747750374169535,0.5754435705515374,1.9517244055111775,0.2585418700575617,0.24263482413271564,0.49792662624052975,0.33972991910977335,2.631063793146844,0.02297135095247227,2.436502148784216,1.3267311738102123,1.5132724089409835,0.03024254066020693,1.9934388083424608,0.7938544693988427,2.1227428000977007,2.567617414465129,2.02499961964155
